"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-10","Prairies Region","2016A00014","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742533","9.3.2.1","12.2","","","","1"
"2022-04","Prairies Region","2016A00014","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742539","9.3.3.1","7.9","","","","1"
"2024-10","Prairies Region","2016A00014","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742539","9.3.3.1","5.2","","","","1"
"2022-04","Manitoba","2016A000246","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742545","10.1.1.1","78.1","","","","1"
"2024-10","Manitoba","2016A000246","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742545","10.1.1.1","85.8","","","","1"
"2022-04","Manitoba","2016A000246","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742551","10.1.2.1","15.5","","","","1"
"2024-10","Manitoba","2016A000246","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742551","10.1.2.1","9.8","","","","1"
"2022-04","Manitoba","2016A000246","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742557","10.1.3.1","6.4","","","","1"
"2024-10","Manitoba","2016A000246","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742557","10.1.3.1","4.4","","","","1"
"2022-04","Manitoba","2016A000246","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742563","10.2.1.1","75.5","","","","1"
"2024-10","Manitoba","2016A000246","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742563","10.2.1.1","88.1","","","","1"
"2022-04","Manitoba","2016A000246","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742569","10.2.2.1","17.8","","","","1"
"2024-10","Manitoba","2016A000246","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742569","10.2.2.1","8.9","","","","1"
"2022-04","Manitoba","2016A000246","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742575","10.2.3.1","6.7","","","","1"
"2024-10","Manitoba","2016A000246","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742575","10.2.3.1","3.1","","","","1"
"2022-04","Manitoba","2016A000246","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742581","10.3.1.1","80.8","","","","1"
"2024-10","Manitoba","2016A000246","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742581","10.3.1.1","83.5","","","","1"
"2022-04","Manitoba","2016A000246","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742587","10.3.2.1","13.2","","","","1"
"2024-10","Manitoba","2016A000246","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742587","10.3.2.1","10.7","","","","1"
"2022-04","Manitoba","2016A000246","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742593","10.3.3.1","6.0","","","","1"
"2024-10","Manitoba","2016A000246","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742593","10.3.3.1","5.8","","","","1"
"2022-04","Saskatchewan","2016A000247","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742599","11.1.1.1","72.9","","","","1"
"2024-10","Saskatchewan","2016A000247","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742599","11.1.1.1","82.2","","","","1"
"2022-04","Saskatchewan","2016A000247","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742605","11.1.2.1","19.1","","","","1"
"2024-10","Saskatchewan","2016A000247","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742605","11.1.2.1","12.3","","","","1"
"2022-04","Saskatchewan","2016A000247","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742611","11.1.3.1","8.1","","","","1"
"2024-10","Saskatchewan","2016A000247","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742611","11.1.3.1","5.5","","","","1"
"2022-04","Saskatchewan","2016A000247","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742617","11.2.1.1","74.4","","","","1"
"2024-10","Saskatchewan","2016A000247","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742617","11.2.1.1","81.4","","","","1"
"2022-04","Saskatchewan","2016A000247","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742623","11.2.2.1","21.4","","","","1"
"2024-10","Saskatchewan","2016A000247","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742623","11.2.2.1","13.7","","","","1"
"2022-04","Saskatchewan","2016A000247","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742629","11.2.3.1","4.1","","","","1"
"2024-10","Saskatchewan","2016A000247","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742629","11.2.3.1","4.9","","","","1"
"2022-04","Saskatchewan","2016A000247","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742635","11.3.1.1","71.2","","","","1"
"2024-10","Saskatchewan","2016A000247","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742635","11.3.1.1","83.1","","","","1"
"2022-04","Saskatchewan","2016A000247","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742641","11.3.2.1","16.7","","","","1"
"2024-10","Saskatchewan","2016A000247","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742641","11.3.2.1","10.8","","","","1"
"2022-04","Saskatchewan","2016A000247","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742647","11.3.3.1","12.1","","","","1"
"2024-10","Saskatchewan","2016A000247","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742647","11.3.3.1","6.1","","","","1"
"2022-04","Alberta","2016A000248","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742653","12.1.1.1","72.6","","","","1"
"2024-10","Alberta","2016A000248","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742653","12.1.1.1","78.5","","","","1"
"2022-04","Alberta","2016A000248","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742659","12.1.2.1","21.6","","","","1"
"2024-10","Alberta","2016A000248","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742659","12.1.2.1","15.1","","","","1"
"2022-04","Alberta","2016A000248","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742665","12.1.3.1","5.7","","","","1"
"2024-10","Alberta","2016A000248","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742665","12.1.3.1","6.4","","","","1"
"2022-04","Alberta","2016A000248","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742671","12.2.1.1","73.3","","","","1"
"2024-10","Alberta","2016A000248","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742671","12.2.1.1","74.9","","","","1"
"2022-04","Alberta","2016A000248","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742677","12.2.2.1","22.7","","","","1"
"2024-10","Alberta","2016A000248","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742677","12.2.2.1","17.2","","","","1"
"2022-04","Alberta","2016A000248","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742683","12.2.3.1","4.0","","","","1"
"2024-10","Alberta","2016A000248","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742683","12.2.3.1","7.9","","","","1"
"2022-04","Alberta","2016A000248","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742689","12.3.1.1","72.0","","","","1"
"2024-10","Alberta","2016A000248","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742689","12.3.1.1","82.1","","","","1"
"2022-04","Alberta","2016A000248","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742695","12.3.2.1","20.5","","","","1"
"2024-10","Alberta","2016A000248","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742695","12.3.2.1","13.0","","","","1"
"2022-04","Alberta","2016A000248","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742701","12.3.3.1","7.5","","","","1"
"2024-10","Alberta","2016A000248","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742701","12.3.3.1","4.9","","","","1"
"2022-04","British Columbia","2016A000259","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742707","13.1.1.1","72.8","","","","1"
"2024-10","British Columbia","2016A000259","Total, all persons","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742707","13.1.1.1","79.8","","","","1"
"2022-04","British Columbia","2016A000259","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742713","13.1.2.1","19.3","","","","1"
"2024-10","British Columbia","2016A000259","Total, all persons","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742713","13.1.2.1","15.0","","","","1"
"2022-04","British Columbia","2016A000259","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742719","13.1.3.1","7.8","","","","1"
"2024-10","British Columbia","2016A000259","Total, all persons","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742719","13.1.3.1","5.2","","","","1"
"2022-04","British Columbia","2016A000259","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742725","13.2.1.1","72.9","","","","1"
"2024-10","British Columbia","2016A000259","Men","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742725","13.2.1.1","78.0","","","","1"
"2022-04","British Columbia","2016A000259","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742731","13.2.2.1","20.8","","","","1"
"2024-10","British Columbia","2016A000259","Men","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742731","13.2.2.1","17.5","","","","1"
"2022-04","British Columbia","2016A000259","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742737","13.2.3.1","6.3","","","","1"
"2024-10","British Columbia","2016A000259","Men","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742737","13.2.3.1","4.6","","","","1"
"2022-04","British Columbia","2016A000259","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742743","13.3.1.1","72.8","","","","1"
"2024-10","British Columbia","2016A000259","Women","Very strong or somewhat strong sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742743","13.3.1.1","81.7","","","","1"
"2022-04","British Columbia","2016A000259","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742749","13.3.2.1","17.9","","","","1"
"2024-10","British Columbia","2016A000259","Women","Somewhat weak or very weak sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742749","13.3.2.1","12.5","","","","1"
"2022-04","British Columbia","2016A000259","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742755","13.3.3.1","9.4","","","","1"
"2024-10","British Columbia","2016A000259","Women","No opinion on sense of belonging to Canada","Percentage of persons","Percent","239","units","0","v1427742755","13.3.3.1","5.8","","","","1"


